SKU,name,orderedQuantity,stockLevel,restockingLeadTime,sentimentScore,sentimentMagnitude
GGOEGDHC074099, 17oz Stainless Steel Sport Bottle,716,1390,13,0.8,1.3
GGOEAAEJ033414,Android Men's Long Sleeve Badge Crew Tee Heather,49,95,13,0.8,1.3
GGOEGAAX0334,Android Men's Long Sleeve Badge Crew Tee Heather,44,87,13,-0.1,1.8
9182755, Men's Colorblock Tee White/Heather,0,0,14,0.3,0.5
GGOEGAAJ073416, Men's Short Sleeve Hero Tee Heather,18,23,14,0.3,0.5
GGOEGALB034113, Women's Vintage Hero Tee Black,116,153,14,0.3,0.5
GGOEYAXR066155, Toddler Short Sleeve Tee Red,6,7,14,0.3,0.5
GGOEGATH060715, Women's Convertible Vest-Jacket Sea Foam Green,4,5,14,0.3,0.5
GGOEGADB059616, Men's Quilted Insulated Vest Black,13,17,14,0.2,0.5
GGOEAAAP081213,Android Men's Take Charge Short Sleeve Tee Purple,16,21,14,0.3,0.5
9182772, Women's Performance Full Zip Jacket Black,0,0,14,0.3,0.5
GGOEAHPB076113,Android Stretch Fit Hat,8,10,14,0.3,0.5
GGOEGADJ059718, Men's Quilted Insulated Vest Battleship Grey,4,5,14,0.3,0.5
GGOEGAYL068124, Youth Sports Tee Navy,22,29,14,0.3,0.5
GGOEGAFB035814, Men's  Zip Hoodie,90,156,14,0.7,1.0
GGOEGATB060213, Women's 1/4 Zip Performance Pullover Black,21,35,14,0.6,1.0
GGOEGADB057318, Men's Lightweight Microfleece Jacket Black,5,8,14,0.6,1.0
GGOEGAYL068126, Youth Sports Tee Navy,25,42,14,0.6,1.0
9182812, Infant Zip Hood Pink,0,0,14,0.1,0.3
GGOEYAQB073217, Women's Fleece Hoodie Black,1,1,14,0.1,0.3
GGOEGAPB058214, Women's Lightweight Microfleece Jacket,11,13,14,0.2,0.3
GGOEGAXL065930, Toddler Raglan Shirt Blue Heather/Navy,18,20,14,0.1,0.3
GGOEYFKQ020699, Custom Decals,3786,4536,14,0.1,0.3
GGOEGAXC065230, Toddler Short Sleeve T-shirt Royal Blue,10,12,14,0.2,0.3
GGOEYAAB031814, Men's Short Sleeve Hero Tee Black,35,40,14,0.1,0.3
9182739, Men's Watershed Full Zip Hoodie Grey,0,0,14,0.2,0.3
GGOEAAWJ062548,Android Infant Short Sleeve Tee Pewter,2,2,14,0.1,0.3
GGOEGDHJ082599, 17 oz Double Wall Stainless Steel Insulated Bottle,456,633,14,0.3,0.6
GGOEGAWQ062249, Infant Short Sleeve Tee White,22,31,14,0.4,0.6
GGOEAAAL081116,Android Men's Pep Rally Short Sleeve Tee Navy,14,19,14,0.3,0.6
9182751, Men's Performance Full Zip Jacket Black,0,0,14,0.3,0.6
GGOEGAAX0662,Android Toddler Short Sleeve T-shirt Pewter,5,6,14,0.3,0.6
GGOEGAAC035014, Men's Bayside Graphic Tee,5,9,14,0.7,1.2
GGOEWXXX0828, Men's Short Sleeve Tee,1,1,14,0.4,1.2
9183152, Youth Short Sleeve Tee Red,0,0,14,0.8,1.2
GGOEGAER035513, Men's Vintage Tank,4,7,14,0.8,1.2
9182777, Women's Performance Golf Polo Blue,0,0,14,0.8,1.2
GGOEGAAH034017, Men's Vintage Badge Tee Sage,40,74,14,0.8,1.2
GGOEAAEJ033413,Android Men's Long Sleeve Badge Crew Tee Heather,29,43,14,0.4,0.7
GGOEGALP036313, Women's Long Sleeve Tee Lavender,20,29,14,0.4,0.7
GGOEGAYL068125, Youth Sports Tee Navy,19,37,14,0.9,1.4
GGOEGAPB057813,Women's Performance Full Zip Jacket Black,17,33,14,0.9,1.4
GGOEGAAX0570, Men's Short Sleeve Performance Badge Tee Charcoal,31,57,14,0.5,1.4
GGOEWXXX0827, Women's Short Sleeve Tee,0,0,14,0.7,1.9
GGOEGAAR010715, Men's 100% Cotton Short Sleeve Hero Tee Red,139,146,14,0.0,0.1
GGOEGALQ036616, Women's Scoop Neck Tee White,26,27,14,0.0,0.1
GGOEGAAL010615, Men's 100% Cotton Short Sleeve Hero Tee Navy,63,66,14,0.0,0.1
GGOEGACB023699,Yoga Block,69,78,14,0.1,0.2
GGOEGGCX056499,Gift Card - $50.00,9,9,14,0.1,0.2
GGOEGAXJ065755, Toddler 1/4 Zip Fleece Pewter,26,29,14,0.1,0.2
GGOEAAAB034814,Android BTTF Cosmos Graphic Tee,6,6,14,0.1,0.2
9182754, Men's Softshell Jacket Black/Grey,0,0,14,0.2,0.4
GGOEGAYB068025, Youth Baseball Raglan Heather/Black,6,7,14,0.2,0.4
9181137, Alpine Style Backpack,0,0,14,0.2,0.4
GGOEGALP036314, Women's Long Sleeve Tee Lavender,13,16,14,0.2,0.4
GGOEGAAB033817, Men's Vintage Badge Tee Black,93,119,14,0.2,0.4
GGOEGAER035516, Men's Vintage Tank,5,6,14,0.2,0.4
9184737, Pack of 9 Decal Set,0,0,14,0.2,0.4
GGOENEBJ081899, Learning Thermostat 3rd Gen - CA - Stainless Steel,54,69,14,0.2,0.4
GGOEGADB059613, Men's Quilted Insulated Vest Black,12,18,14,0.5,0.8
GGOEGAAX0342, Women's Vintage Hero Tee White,127,172,14,0.1,0.8
9184698, Mood Ninja Window Decal,0,0,14,0.5,0.8
GGOEAAQB036116,Android Women's Fleece Hoodie,12,18,14,0.5,0.8
9180809, Flashlight,0,0,14,0.5,0.8
GGOEAAAJ080817,Android Men's Engineer Short Sleeve Tee Charcoal,3,4,14,0.5,0.8
GGOEGAAX0328, Men's Long & Lean Tee Charcoal,8,11,14,0.1,0.8
GGOEGESB015099,Basecamp Explorer Powerbank Flashlight,200,306,14,-0.3,0.8
GGOEGAFB035817, Men's  Zip Hoodie,9,15,14,0.7,1.1
GGOEGADC059514, Men's Microfiber 1/4 Zip Pullover Blue/Indigo,9,16,14,0.7,1.1
GGOEGADB059217, Men's Airflow 1/4 Zip Pullover Black,4,7,14,0.7,1.1
GGOEGAAB033814, Men's Vintage Badge Tee Black,222,395,14,0.7,1.1
GGOEGAYT068525, Youth Short Sleeve T-shirt Yellow,33,59,14,0.7,1.1
GGOEYAWJ061453, Onesie Heather,26,43,14,0.6,0.9
GGOEAAAH083314,Android Men's Paradise Short Sleeve Tee Olive,18,30,14,0.6,0.9
GGOEAAWN062650,Android Infant Short Sleeve Tee Pink,6,9,14,0.5,0.9
GGOEGAUC057717, Women's Performance Golf Polo Blue,2,3,14,0.5,0.9
GGOEGESQ016799,Plastic Sliding Flashlight,1570,2561,14,0.5,0.9
GGOEGAAJ032714, Men's Long & Lean Tee Grey,49,81,14,0.6,0.9
9183188," High Capacity 10,400mAh Charger",0,0,14,0.8,1.3
GGOEGAAC035016, Men's Bayside Graphic Tee,2,3,14,0.9,1.3
GGOEAAEB028313,Android Women's Short Sleeve Hero Tee Black,3,5,14,0.8,1.3
GGOEGAAX0682, Youth Short Sleeve Tee Red,16,31,14,0.9,1.3
GGOEAXXX0833,Android Men's Paradise Short Sleeve Tee Olive,0,0,14,0.4,1.3
GGOEGAYQ068925, Youth Girl Hoodie,4,7,14,0.8,1.3
GGOEGAAQ033917, Men's Vintage Badge Tee White,40,76,14,0.8,1.3
GGOEYAFB073114, Men's Fleece Hoodie Black,74,143,14,0.8,1.3
GGOEGOCL077699, Hard Cover Journal,1113,2171,14,0.9,1.3
GGOEGAAR010714, Men's 100% Cotton Short Sleeve Hero Tee Red,48,92,14,0.8,1.3
GGOEGAXL065929, Toddler Raglan Shirt Blue Heather/Navy,5,9,14,0.8,1.3
GGOEGAAJ032715, Men's Long & Lean Tee Grey,73,100,15,0.3,0.5
GGOEGBRC021399,Yoga Mat Blue,45,60,15,0.8,0.5
GGOEGAEA030614, Women's Recycled Fabric Tee,1,1,15,0.3,0.5
GGOEGAAQ010417, Men's 100% Cotton Short Sleeve Hero Tee White,32,41,15,0.2,0.5
GGOEGAAX0296, Women's Short Sleeve Tri-blend Badge Tee Grey,19,33,15,0.0,0.5
GGOEGAEJ029914, Women's V-Neck Tee Charcoal,5,6,15,0.3,0.5
GGOEGAYQ068956, Youth Girl Hoodie,3,5,15,0.6,1.0
GGOEAAXC066428,Android Toddler Short Sleeve T-shirt Aqua,15,25,15,0.6,1.0
9182774, Women's Yoga Pants,0,0,15,0.6,1.0
GGOEGALJ072914, Women's Performance Hero Tee Gunmetal,15,25,15,0.6,1.0
GGOEGAXC065628, Toddler Hoodie Royal Blue,27,45,15,0.6,1.0
GGOEGAEJ031317, Tri-blend Hoodie Grey,3,3,15,0.1,0.3
GGOEGAEJ028915, Women's Short Sleeve Hero Dark Grey,2,2,15,0.1,0.3
GGOEAAAP081217,Android Men's Take Charge Short Sleeve Tee Purple,6,7,15,0.1,0.3
GGOEGAAL010614, Men's 100% Cotton Short Sleeve Hero Tee Navy,62,74,15,0.1,0.3
GGOEAAAB034916,Android BTTF Moonshot Graphic Tee,11,13,15,0.1,0.3
GGOEGAPB058212, Women's Lightweight Microfleece Jacket,3,3,15,0.2,0.3
GGOEGAAX0352,Android Men's Vintage Henley,21,37,15,-0.1,0.3
GGOEGAEJ028113, Women's Short Sleeve Badge Tee Grey,19,26,15,0.3,0.6
9184695, Baby on Board Window Decal,0,0,15,0.3,0.6
GGOEYAEB035615, Men's Vintage Tank,52,74,15,0.4,0.6
GGOEYHPA003610, Wool Heather Cap Heather/Black,0,0,15,0.3,0.6
GGOEGBMC056599,Waterproof Gear Bag,140,261,15,-0.1,1.2
GGOEAAAB081014,Android Men's Outerstellar Short Sleeve Tee Black,13,24,15,0.8,1.2
GGOEGAAX0689, Youth Girl Hoodie,4,7,15,0.7,1.2
GGOEGAAX0282,Android Women's Short Sleeve Badge Tee Dark Heather,17,19,15,-0.4,1.2
GGOEGAAX0591, Men's Short Sleeve Performance Badge Tee Pewter,27,29,15,0.6,1.7
GGOEGAXC065228, Toddler Short Sleeve T-shirt Royal Blue,14,20,15,0.4,0.7
GGOEGBRB079599,25L Classic Rucksack,28,40,15,0.4,0.7
GGOEAOBH078799,Android Luggage Tag,22,32,15,0.4,0.7
GGOEGAAX0349,Android BTTF Moonshot Graphic Tee,0,0,15,0.5,1.4
GGOEAAWT061753,Android Onesie Gold,15,29,15,0.9,1.4
GGOEGAAX0313, Tri-blend Hoodie Grey,59,101,15,0.5,1.4
GGOEGALJ034413, Women's Vintage Hero Tee Platinum,48,94,15,0.9,1.4
GGOEGAAX0348,Android BTTF Cosmos Graphic Tee,3,4,15,0.7,1.9
9182706,Android Stretch Fit Hat,0,0,15,0.0,0.1
GGOEGAWH061353, Onesie Green,27,29,15,0.0,0.1
9180862, Screen Cleaning Cloth,0,0,15,0.0,0.1
GGOEGAXQ067155, Toddler Short Sleeve Tee White,8,9,15,0.1,0.2
GGOEGADC059516, Men's Microfiber 1/4 Zip Pullover Blue/Indigo,1,1,15,0.1,0.2
9183221, Leather Journal-Black,0,0,15,0.0,0.2
GGOEGAWN062750, Infant Zip Hood Pink,86,97,15,0.1,0.2
GGOEAXXX0812,Android Men's Take Charge Short Sleeve Tee Purple,12,19,15,-0.2,0.2
GGOEYOBR078599, Luggage Tag,0,0,15,0.0,0.2
9182746, Men's Quilted Insulated Vest Battleship Grey,0,0,15,0.2,0.4
GGOEAAWJ062550,Android Infant Short Sleeve Tee Pewter,2,2,15,0.2,0.4
GGOEGCBC074299, Device Stand,154,195,15,0.8,0.4
GGOEGADJ059714, Men's Quilted Insulated Vest Battleship Grey,6,9,15,0.5,0.8
GGOEGAAJ057013, Men's Short Sleeve Performance Badge Tee Charcoal,27,43,15,0.5,0.8
GGOEGAAX0231, Collapsible Pet Bowl,39,59,15,0.5,0.8
GGOEAAEJ035714,Android Men's Vintage Tank,42,64,15,0.5,0.8
GGOEAAEH035214,Android Men's Vintage Henley,24,43,15,0.7,1.1
GGOEGAEC033116, Men's Long Sleeve Raglan Ocean Blue,39,70,15,0.7,1.1
GGOEGAEA030415, Womens 3/4 Sleeve Baseball Raglan Heather/Black,19,33,15,0.7,1.1
GGOEGHPA002910, Trucker Hat,0,0,15,0.7,1.1
GGOEGATB060616, Women's Convertible Vest-Jacket Black,3,5,15,0.7,1.1
GGOEGAAJ032814, Men's Long & Lean Tee Charcoal,163,295,15,0.7,1.1
9182725, Men's Long & Lean Tee Grey,0,0,15,0.7,1.1
GGOEGATB060617, Women's Convertible Vest-Jacket Black,9,15,15,0.7,1.1
GGOEGAAC035013, Men's Bayside Graphic Tee,16,25,15,0.5,0.9
GGOEGKWR060810, Bib Red,27,44,15,0.6,0.9
GGOEGAAX0360, Women's Fleece Hoodie,58,78,15,0.2,0.9
GGOEGADC059515, Men's Microfiber 1/4 Zip Pullover Blue/Indigo,2,3,15,0.8,1.3
GGOENEBQ081799, Protect Smoke + CO White Wired Alarm - CA,26,49,15,0.8,1.3
GGOEGADB059214, Men's Airflow 1/4 Zip Pullover Black,22,41,15,0.8,1.3
GGOEGAYT068526, Youth Short Sleeve T-shirt Yellow,26,51,15,0.9,1.3
GGOEAAAQ032013,Android Men's Short Sleeve Hero Tee White,49,95,15,0.9,1.3
9182599, Women's Long Sleeve Tee Lavender,0,0,15,0.8,1.3
GGOEWEBB082699, Mobile Phone Vent Mount,68,129,15,0.7,1.3
9182717, Men's Short Sleeve Hero Tee Light Blue,0,0,15,0.8,1.3
GGOEGAEA030416, Womens 3/4 Sleeve Baseball Raglan Heather/Black,13,25,15,0.9,1.3
GGOEGAPB058216, Women's Lightweight Microfleece Jacket,2,3,15,0.8,1.3
GGOEGAAX0356, Men's Vintage Tank,63,119,15,0.7,1.8
9182761, Women's Yoga Jacket Black,0,0,16,0.3,0.5
9184720, Women's Short Sleeve Hero Tee Sky Blue,0,0,16,0.3,0.5
GGOEGAWR061149, Onesie Red,24,31,16,0.3,0.5
GGOEGAAJ032713, Men's Long & Lean Tee Grey,13,21,16,0.6,1.0
GGOEGAAX0042,Android Stretch Fit Hat,24,41,16,0.6,1.0
9183220, Leather Journal-Brown,0,0,16,0.6,1.0
GGOEGAAX0324,Android Men's Short Sleeve Tri-blend Hero Tee Grey,3,3,16,0.2,1.0
9182780, Women's Shell Jacket Blue/Black,0,0,16,0.6,1.0
9182793, Men's Long & Lean Tee Charcoal,0,0,16,0.2,0.3
GGOEGAXR066028, Toddler Sports T-shirt Red,5,6,16,0.2,0.3
GGOEYAEJ029515, Women's Short Sleeve Tri-blend Badge Tee Charcoal,94,111,16,0.1,0.3
GGOEGAAH034013, Men's Vintage Badge Tee Sage,3,3,16,0.1,0.3
GGOEGAAJ080613, Men's Bike Short Sleeve Tee Charcoal,24,29,16,0.2,0.3
GGOEGALQ034214, Women's Vintage Hero Tee White,90,125,16,0.3,0.6
GGOEGALJ036413, Women's Tee Grey,9,12,16,0.3,0.6
GGOEGAAJ032816, Men's Long & Lean Tee Charcoal,165,309,16,0.8,1.2
9182898,Android Youth Short Sleeve T-shirt Aqua,0,0,16,0.7,1.2
GGOEGAPB058617, Women's Yoga Jacket Black,3,5,16,0.8,1.2
GGOEGAAX0625,Android Infant Short Sleeve Tee Pewter,16,23,16,0.4,0.7
GGOEGAER029717, Women's Short Sleeve Hero Tee Red Heather,5,7,16,0.4,0.7
GGOEGAXJ065730, Toddler 1/4 Zip Fleece Pewter,2,3,16,0.4,0.7
9180840,Satin Black Ballpoint Pen,0,0,16,0.4,0.7
GGOEYAEJ029615, Women's Short Sleeve Tri-blend Badge Tee Grey,1,1,16,0.4,0.7
GGOEGAAQ010414, Men's 100% Cotton Short Sleeve Hero Tee White,94,186,16,0.9,1.4
GGOEGAEJ031313, Tri-blend Hoodie Grey,32,62,16,0.9,1.4
GGOEGAAX0290, Women's Short Sleeve Hero Tee Charcoal,45,54,16,0.5,1.4
GGOEAXXX0811,Android Men's Pep Rally Short Sleeve Tee Navy,1,1,16,0.0,0.1
GGOEAAAJ031916,Android Men's Short Sleeve Hero Tee Heather,79,84,16,0.0,0.1
GGOEGAAX0576, Women's Softshell Jacket Black/Grey,0,0,16,-0.2,0.1
GGOEGAAJ080614, Men's Bike Short Sleeve Tee Charcoal,50,53,16,0.0,0.1
GGOEGATJ060513, Women's Quilted Insulated Vest White,17,18,16,0.0,0.2
GGOEGAPC058814, Women's Shell Jacket Blue/Black,4,4,16,0.1,0.2
GGOEWAAJ082814, Men's Short Sleeve Tee,6,6,16,0.0,0.2
GGOEGALJ072915, Women's Performance Hero Tee Gunmetal,6,6,16,0.1,0.2
GGOEGBRB013899, Laptop Backpack,155,178,16,0.1,0.2
GGOEGAWR061049, Onesie Red/Graphite,10,10,16,0.0,0.2
9180824,Foam Can and Bottle Cooler,0,0,16,0.2,0.4
GGOEGDHB072099, Insulated Stainless Steel Bottle,0,0,16,0.2,0.4
GGOEGAAX0358, Men's  Zip Hoodie,178,235,16,-0.1,0.4
GGOEAAEH035216,Android Men's Vintage Henley,2,2,16,0.2,0.4
GGOEGATB060413, Women's Quilted Insulated Vest Black,6,7,16,0.2,0.4
GGOEGAPB057517,Women's Weatherblock Shell Jacket Black,2,2,16,0.2,0.4
GGOEGEVA022399,Micro Wireless Earbud,185,234,16,0.6,0.4
9180806,Clip-on Compact Charger,0,0,16,0.2,0.4
GGOEAAAJ032417,Android Men's Short Sleeve Tri-blend Hero Tee Grey,8,12,16,0.5,0.8
GGOEYAEB028415,Women's  Short Sleeve Hero Tee Black,4,6,16,0.5,0.8
GGOEGADB059216, Men's Airflow 1/4 Zip Pullover Black,5,7,16,0.5,0.8
GGOEGAAL010613, Men's 100% Cotton Short Sleeve Hero Tee Navy,21,37,16,0.7,1.1
GGOEGBRD079699,25L Classic Rucksack,23,40,16,0.7,1.1
GGOEGAAJ032617, Men's Short Sleeve Badge Tee Charcoal,5,9,16,0.7,1.1
GGOEGAWC062848, Infant Zip Hood Royal Blue,35,62,16,0.7,1.1
GGOEGAPB057817,Women's Performance Full Zip Jacket Black,4,7,16,0.7,1.1
GGOEGAYB068026, Youth Baseball Raglan Heather/Black,12,21,16,0.7,1.1
GGOEAAAC080916,Android Lifted Men's Short Sleeve Tee Blue,3,4,16,0.6,0.9
GGOEAHPB080210,Android 5-Panel Low Cap,7,11,16,0.5,0.9
GGOEAAAC080913,Android Lifted Men's Short Sleeve Tee Blue,7,11,16,0.6,0.9
GGOEGATC060315, Women's 1/4 Zip Performance Pullover Two-Tone Blue,5,8,16,0.5,0.9
GGOEGAAX0278, Women's Short Sleeve Hero Tee Black,95,121,16,0.2,0.9
GGOEGAYH067956, Youth Girl Tee Green,11,18,16,0.6,0.9
GGOEGAAX0359,Android Men's  Zip Hoodie,12,17,16,0.2,0.9
GGOEGAAJ059113, Men's Short Sleeve Performance Badge Tee Pewter,13,25,16,0.9,1.3
GGOEGALJ057915, Women's Short Sleeve Performance Tee Charcoal,6,11,16,0.8,1.3
GGOEGAEJ028015, Women's Short Sleeve Hero Tee Grey,72,138,16,0.8,1.3
GGOEGAWC061948, Infant Short Sleeve Tee Royal Blue,5,9,16,0.8,1.3
9183241,25L Classic Rucksack,0,0,16,0.9,1.3
GGOEGALJ057914, Women's Short Sleeve Performance Tee Charcoal,11,14,17,0.3,0.5
GGOEGADC059315, Men's Airflow 1/4 Zip Pullover Lapis,24,31,17,0.3,0.5
GGOEGAAX0683, Youth Short Sleeve T-shirt Royal Blue,4,5,17,0.3,0.5
GGOEYAXR066130, Toddler Short Sleeve Tee Red,3,4,17,0.3,0.5
GGOEGBRP037599,Yoga Mat Purple,10,13,17,0.4,0.5
9184689, Men's Short Sleeve Tee,0,0,17,0.3,0.5
GGOEAAAB034813,Android BTTF Cosmos Graphic Tee,3,5,17,0.6,1.0
GGOEGAAX0319,Android Men's Short Sleeve Hero Tee Heather,18,19,17,0.3,1.0
GGOEAAWN062648,Android Infant Short Sleeve Tee Pink,19,32,17,0.6,1.0
GGOEGAAX0746, Women's Short Sleeve Badge Tee Navy,7,8,17,0.6,1.5
9183214, Hard Cover Journal,0,0,17,0.2,0.3
GGOEGADJ056818, Men's Watershed Full Zip Hoodie Grey,6,7,17,0.2,0.3
GGOEGATB060614, Women's Convertible Vest-Jacket Black,31,37,17,0.2,0.3
GGOEGAAX0657, Toddler 1/4 Zip Fleece Pewter,31,44,17,0.4,0.6
GGOEGAEJ028916, Women's Short Sleeve Hero Dark Grey,2,2,17,0.4,0.6
GGOEYHPA003510, Trucker Hat,0,0,17,0.4,0.6
9182581, Women's Fleece Hoodie,0,0,17,0.3,0.6
GGOEYAEA035115, Men's Vintage Henley,38,53,17,0.3,0.6
9182737, Women's 3/4 Sleeve Baseball Raglan Heather/Black,0,0,17,0.4,0.6
9182658, Women's Short Sleeve Hero Tee Sky Blue,0,0,17,0.8,1.2
GGOEGAER029713, Women's Short Sleeve Hero Tee Red Heather,14,25,17,0.7,1.2
GGOEGADC059313, Men's Airflow 1/4 Zip Pullover Lapis,1,1,17,0.8,1.2
GGOEGADJ056815, Men's Watershed Full Zip Hoodie Grey,57,105,17,0.8,1.2
GGOEYAAJ033016, Men's Long & Lean Tee Charcoal,12,22,17,0.8,1.2
9182742, Men's Convertible Vest-Jacket Pewter,0,0,17,0.8,1.2
GGOEGHPJ080010, French Terry Cap,0,0,17,0.4,0.7
GGOEYAYR068656, Youth Short Sleeve Tee Red,10,15,17,0.4,0.7
GGOEGAAB058913, Men's Short Sleeve Performance Badge Tee Black,2,3,17,0.9,1.4
GGOEGAEJ031314, Tri-blend Hoodie Grey,23,45,17,0.9,1.4
GGOEGAAX0566, Men's Weatherblock Shell Jacket Black,4,5,17,0.8,1.9
GGOEGAAX0331, Men's Long Sleeve Raglan Ocean Blue,8,10,17,0.1,1.9
GGOEGAAX0343, Women's Vintage Hero Tee Lavender,33,65,17,0.8,1.9
GGOEGAAX0598, Men's Convertible Vest-Jacket Pewter,0,0,17,0.2,1.9
GGOEAXXX0809,Android Lifted Men's Short Sleeve Tee Blue,11,14,17,0.7,1.9
GGOEGAXR065130, Toddler Short Sleeve Tee Red,12,12,17,0.0,0.1
9183106, Women's Performance Hero Tee Gunmetal,0,0,17,0.0,0.1
GGOEGAAX0335, Men's Long Sleeve Pullover Badge Tee Heather,0,0,17,0.0,0.1
9182701,Android Men's Long Sleeve Badge Crew Tee Heather,0,0,17,0.0,0.1
GGOEGALJ036415, Women's Tee Grey,21,23,17,0.1,0.2
GGOEGEHQ071199," High Capacity 10,400mAh Charger",73,84,17,-0.2,0.2
GGOEGAEJ030817, Women's Long Sleeve Blended Cardigan Charcoal,8,9,17,0.1,0.2
GGOEGAAX0355, Men's Vintage Tank,18,31,17,-0.1,0.2
GGOEGAPB058612, Women's Yoga Jacket Black,17,21,17,0.2,0.4
GGOEGAAX0571, Men's Performance 1/4 Zip Pullover Heather/Black,17,26,17,0.0,0.4
GGOEGAER035517, Men's Vintage Tank,1,1,17,0.2,0.4
GGOEGAAX0568, Men's Watershed Full Zip Hoodie Grey,54,75,17,-0.3,0.4
GGOEYAEJ029014, Women's Short Sleeve Hero Tee Charcoal,4,5,17,0.2,0.4
GGOEYAYR068626, Youth Short Sleeve Tee Red,3,4,17,0.5,0.8
GGOEYAXR066129, Toddler Short Sleeve Tee Red,4,7,17,0.7,1.1
GGOEGAAX0730, Men's Performance Hero Tee Gunmetal,1,1,17,0.3,1.1
GGOEGAAJ032817, Men's Long & Lean Tee Charcoal,58,102,17,0.7,1.1
GGOEGAAX0731, Men's Fleece Hoodie Black,94,142,17,0.3,1.1
GGOEGAEB027816, Women's Short Sleeve Hero Tee Black,21,37,17,0.7,1.1
GGOEYDHJ019399,24 oz  Sergeant Stripe Bottle,0,0,17,0.5,0.9
9182553, Men's Vintage Henley,0,0,17,0.6,0.9
GGOEGAEB084517,BLM Sweatshirt,1,1,17,0.6,0.9
GGOEA0CH077599,Android Hard Cover Journal,63,102,17,0.5,0.9
GGOEYAFB073115, Men's Fleece Hoodie Black,108,175,17,0.5,0.9
GGOEGAAJ032716, Men's Long & Lean Tee Grey,16,26,17,0.6,0.9
GGOEGALP034314, Women's Vintage Hero Tee Lavender,27,43,17,0.5,0.9
9182806, Onesie Green,0,0,17,0.9,1.3
GGOEYAEJ029013, Women's Short Sleeve Hero Tee Charcoal,11,21,17,0.9,1.3
GGOEGAER029716, Women's Short Sleeve Hero Tee Red Heather,7,13,17,0.8,1.3
GGOEGAAX0732, Women's Fleece Hoodie Black,4,5,17,0.7,1.8
GGOEGADB056915, Men's Performance Full Zip Jacket Black,41,70,18,0.6,1.0
GGOEAAAL081114,Android Men's Pep Rally Short Sleeve Tee Navy,15,26,18,0.7,1.0
GGOEAAAB034915,Android BTTF Moonshot Graphic Tee,10,16,18,0.6,1.0
9182997, 17oz Stainless Steel Sport Bottle,0,0,18,0.7,1.0
GGOEYAAJ032513, Men's Short Sleeve Hero Tee Charcoal,20,23,18,0.1,0.3
GGOEGAAX0329,Android Men's Long & Lean Badge Tee Charcoal,39,65,18,-0.3,0.3
GGOEAAEJ028214,Android Women's Short Sleeve Badge Tee Dark Heather,6,7,18,0.2,0.3
GGOEGAFJ036216, Men's Pullover Hoodie Grey,12,17,18,0.4,0.6
GGOEGAEC033113, Men's Long Sleeve Raglan Ocean Blue,26,36,18,0.3,0.6
GGOEGAAX0295, Women's Short Sleeve Tri-blend Badge Tee Charcoal,24,43,18,0.1,0.6
GGOEAAWT061754,Android Onesie Gold,2,2,18,0.3,0.6
9183112, Men's Fleece Hoodie Black,0,0,18,0.7,1.2
GGOEGAAX0168, Pet Feeding Mat,45,83,18,-0.4,1.2
GGOEGAAX0309,Android Women's Long Sleeve Blended Cardigan Grey,18,28,18,0.4,1.2
GGOEGAAQ033913, Men's Vintage Badge Tee White,41,74,18,0.7,1.2
9182995, Car Clip Phone Holder,0,0,18,0.4,0.7
GGOEAAEJ030915,Android Women's Long Sleeve Blended Cardigan Grey,6,8,18,0.4,0.7
GGOEYAYR068624, Youth Short Sleeve Tee Red,26,38,18,0.4,0.7
GGOEGAEC029115, Women's Short Sleeve Hero Tee Sky Blue,11,16,18,0.4,0.7
GGOEGAAQ033914, Men's Vintage Badge Tee White,121,237,18,0.9,1.4
9183194, Executive Umbrella,0,0,18,0.9,1.4
GGOEGAYB068024, Youth Baseball Raglan Heather/Black,11,21,18,0.9,1.4
GGOEYAAJ032515, Men's Short Sleeve Hero Tee Charcoal,17,33,18,0.9,1.4
GGOEGAPB057516,Women's Weatherblock Shell Jacket Black,4,4,18,0.0,0.1
GGOEGADB059213, Men's Airflow 1/4 Zip Pullover Black,2,2,18,0.0,0.1
GGOEGAAX0308, Women's Long Sleeve Blended Cardigan Charcoal,20,37,18,-0.2,0.1
GGOENEBQ081599, Cam Outdoor Security Camera - CA,37,40,18,0.0,0.1
GGOEGAXJ065728, Toddler 1/4 Zip Fleece Pewter,27,30,18,0.1,0.2
9182726, Men's Long & Lean Tee Charcoal,0,0,18,0.1,0.2
GGOEGATB060416, Women's Quilted Insulated Vest Black,1,1,18,0.1,0.2
9183223, Spiral Leather Journal,0,0,18,0.1,0.2
GGOEGAAX0681, Youth Sports Tee Navy,29,33,18,0.1,0.2
GGOEWCKQ085457, Pack of 9 Decal Set,31,39,18,0.2,0.4
GGOEGAAH034016, Men's Vintage Badge Tee Sage,193,248,18,0.2,0.4
GGOEGAQB036013, Women's Fleece Hoodie,58,73,18,0.2,0.4
9182773, Women's Short Sleeve Performance Tee Charcoal,0,0,18,0.2,0.4
GGOEWXXX0834, Women's Typography Short Sleeve Tee,0,0,18,0.0,0.4
GGOEGAEJ028014, Women's Short Sleeve Hero Tee Grey,90,114,18,0.2,0.4
GGOEYAEJ029513, Women's Short Sleeve Tri-blend Badge Tee Charcoal,56,89,18,0.5,0.8
GGOEYAEB035617, Men's Vintage Tank,1,1,18,0.5,0.8
9181139,Waterproof Backpack,0,0,18,0.5,0.8
9183213,Android Hard Cover Journal,0,0,18,0.5,0.8
